observableId	simulationConditionId	measurement	time	observableParameters	noiseParameters
CishRNA_au	0	0	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	0.152691311663889	15	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.35548544382184	30	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.56879768957339	60	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.53159629865534	90	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.48341206144127	120	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.49464825050442	150	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.54232830526155	180	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.5000247008519	210	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.49946391230023	240	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.40450328465769	270	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	1.32785437512546	300	model1_data40	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.261702843790101	90	model1_data41	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.141181651465096	120	model1_data41	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.143051907074714	150	model1_data41	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.230152687178309	180	model1_data41	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.0799971622170273	210	model1_data41	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.047815359441531	240	model1_data41	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.0786767037258363	270	model1_data41	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
SOCS3RNA_au	0.0912508318553955	300	model1_data41	SOCS3RNAeqm;SOCS3prom;init_STAT5;offset_SOCS3RNA_valCFUE;scale_SOCS3RNA_valCFUE;	sd_RNA
CishRNA_au	1.31161687408947	90	model1_data41	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	0.991107832132555	120	model1_data41	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	0.855143109613441	150	model1_data41	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	0.852012498819967	180	model1_data41	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	0.744017268872721	210	model1_data41	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	0.712869325239886	240	model1_data41	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	0.717638379179584	270	model1_data41	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
CishRNA_au	0.727695743795278	300	model1_data41	CISHRNAeqm;init_STAT5;offset_CishRNA_valCFUE;scale_CishRNA_valCFUE;	sd_RNA
pEpoR_au	-0.837150452119536	0	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.0388569365374257	2	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.229081678794874	4	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.184984972215664	6	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.225779043244789	8	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	0	10	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.377870025896703	15	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.301029995663981	20	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.342031600667996	30	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.481841893392247	40	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.25999314377589	50	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.643922438005113	60	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.350279319965363	80	model2_data1	init_EpoRJAK2_H838;offset_pEpoR_ib_1;scale_pEpoR_ib_1;	sd_JAK2EpoR_au_H838
pSTAT5_au	-0.560050848320451	0	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.818323858425422	2	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.761993123216524	4	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.368825846135712	6	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.430516360023002	8	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.165201916625555	10	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.1249387366083	15	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.00511944413603164	20	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.176515581983333	30	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	0	40	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.208210698758079	50	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.428236593728103	60	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pSTAT5_au	-0.306149439800013	80	model2_data1	init_STAT5;offset_pSTAT5_ib_1;scale_pSTAT5_ib_1;	sd_STAT5_au_H838
pJAK2_au	-0.302948796119364	0	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.473640607086174	2	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.0166322825288624	4	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.0554514160040961	6	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.28473132457506	8	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.161183777844649	10	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.212813511492609	15	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	0	20	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.197755202324062	30	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.0918095770215967	40	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.443212500300935	50	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.0627564430382587	60	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.24901119911335	80	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.296751798570502	100	model2_data2	init_EpoRJAK2_H838;offset_pJAK2_ib_2;scale_pJAK2_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.249121606852569	0	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.0614741231095383	2	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.180292415635589	4	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.000181698964335722	6	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.0271171511378034	8	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	0	10	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.201547705451972	15	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.119383513115574	20	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.237644235269874	30	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	NaN	40	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.140179731701134	50	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.16129575350597	60	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.0981089457271415	80	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.204318581769696	100	model2_data2	init_EpoRJAK2_H838;offset_pEpoR_ib_2;scale_pEpoR_ib_2;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.29698482656174	0	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.518910145401075	2	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.170916708562353	4	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.18955254609155	4	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.126917707666287	6	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.112071678451745	6	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.2071800781018	8	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	0	10	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.195485430529324	15	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.128756823904375	20	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.0657092900635924	30	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.0879430452020891	40	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.170981067654412	50	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.444062168709984	60	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.391382673380435	80	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.306930454165744	100	model2_data3	init_EpoRJAK2_H838;offset_pJAK2_ib_3;scale_pJAK2_ib_3;	sd_JAK2EpoR_au_H838
pSTAT5_au	-0.986067139490178	0	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.394967268667945	2	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.662460690171175	4	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.518848252480689	4	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.293534804748689	6	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.508488546415008	6	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	0	8	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.25034116295951	10	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.0224867202362038	15	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.256883514090807	20	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.173548960244757	30	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.038092316294512	40	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.296925819298872	50	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.234320872539625	60	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.429691518484326	80	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.479242277905036	100	model2_data3	init_STAT5;offset_pSTAT5_ib_3;scale_pSTAT5_ib_3;	sd_STAT5_au_H838
pSTAT5_au	-0.864528105735768	0	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.29527766677489	4	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.234911222455598	4	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.632023214705406	6	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.142667503568732	8	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.559790828613109	8	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.257013166679607	10	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	0	15	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.241592807812113	20	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.724033793778747	30	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.48002624536307	40	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.238239165804526	50	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.390761424044914	60	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pSTAT5_au	-0.503993401119964	80	model2_data4	init_STAT5;offset_pSTAT5_ib_4;scale_pSTAT5_ib_4;	sd_STAT5_au_H838
pJAK2_au	-0.826728844891967	0	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.468149202402495	1	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	2	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	3	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	4	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.0260654904389274	5	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	6	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	7	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	8	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	9	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	0	10	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	15	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.146549885620977	20	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.183533451874147	30	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.146549885620977	40	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.220445535206918	50	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.245681358622992	60	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	80	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	NaN	100	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pJAK2_au	-0.406993685647083	120	model2_data5	init_EpoRJAK2_H838;offset_pJAK2_ib_5;scale_pJAK2_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.976321900526367	0	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.542666339587795	1	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.304790144537288	2	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.132491874498746	3	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.113849764442688	4	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.13122386051211	5	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.113849764442688	6	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	NaN	7	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.230355333514125	8	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	NaN	9	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	0	10	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.123692553595701	15	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	NaN	20	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.10303689516047	30	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	NaN	40	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	NaN	50	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.214731545030591	60	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	NaN	80	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	NaN	100	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pEpoR_au	-0.227185286724618	120	model2_data5	init_EpoRJAK2_H838;offset_pEpoR_ib_5;scale_pEpoR_ib_5;	sd_JAK2EpoR_au_H838
pSTAT5_au	-0.563939527876055	0	model2_data5	init_STAT5;offset_pSTAT5_ib_5;scale_pSTAT5_ib_5;	sd_STAT5_au_H838
pSTAT5_au	-0.675698661923031	1	model2_data5	init_STAT5;offset_pSTAT5_ib_5;scale_pSTAT5_ib_5;	sd_STAT5_au_H838
